Data,Label
 Khub vlo kaj Allah amai jodi kokhono shamorto den tahole Ami apnar moto vlo kaj korte parbo ,0
 Shamim er moto manush ra amader ohongkar ,0
 vai sobai jodi amra avabe kortam ,0
 Protita ghore jate emon ekjon mohan lok jhonmo ney ,0
 Bangladeshe a rokom ledar chi ,0
 asolei. sei ekta move. tobe ami dekhechi ,0
 Dekhi na r ekta lorai kore balochisthan k free korte pari kina bd r moto ,0
 secularism e peace hote pare ,0
 China mal grantee ache to ,0
 vai kotha to onktai sotti asa kori apnr kotha sobar vaba ucit ,0
jani ami khela na dakhle karo kissu jay ase na . but tobuo onnay kisu mene nibo na.......Mossaraf rubel ki amon player je nasir ke khelanor space nai?? ,0
 Masrafee kintu shese chamcha hisebe porigonito hobe team selection a onar o vumika ase ....Masrafee k amio great respect kori.... ,0
 Papon sab thakte mone hoi n.a.? ,0
 Mosharof er jaigai nasir k neuwa houk ,0
 NASIR k ei somoye dole khuboi proyojon ,0
 Nasir ke dole rakha uchit. ,0
 rajnitir shikar vai chinta koro na .  akdin sob tik hobe ,0
 Akdom thik na nasir ke newa uci8 ,0
 Nisir ke amra dekhte chai ,0
 Paon re bad diye nasir re khalati hobe ,0
 keno nasir ke neoa hobe na nite hobe ,0
 Nasir ke dole nite hobe ,0
 keno take nei na ohh ki je dukkho lage ,0
 Nasir k akta macth e chance deya uchit ,0
 time to die my dear ,0
 are meye kotha bleshna mokhdeye gond ase  ,0
 r dhormo bad diye korle no problem p ,0
 r amra takie achi apnader dike  . kokon shob falaia doyor den ,0
 apnara to rendiyar dike hat payta asen ,0
 Kesto dada apni she ta bujte parsen.hilari100% win. ,0
 Akjon person 12 din 6 ghonta na kheye takte perbe .  er por r takte perbe na.bujte perecen ,0
pase manush khun hote dekhle video kore tobuo egiye jayna... ,0
 sabbir k nile valo hoy ,0
 tahole banghabondhu ke hottar por tank er upore jara lafacchilo tader bicharer bepare alochona kora jete pare. ,0
 kno nirbachon hole tor jamanot bajeyapt hobe tai ,0
 rubeler jaygay nasir ke sai ,0
 dua kori valo howk .amin ,0
 Allah shobdo tai to jongi ,0
 kafer ra chasse muslim ar shathe akta zuddhoo ,0
 Terrorist bole kotha pran er vhoya namia diache ,0
 Bangladesh ta pondite bora .  .  . Cricket onishcoyotar khela .  .  . Bangladesh harleo amra sathe asi jitleo onek pondit e ei kotha tai likcen....but why???ei onishcoyota gula ki sob Bangladesh er sathei hoy????World e koita desh ase je ei rokom bar bar onishcoyotai pore .  .  . plz kew bole jaben???? ,0
 100% sure masrafi vai .  o dolke bipode Pele jainai .  o to joyer jonno shohoj bepar kore gelo .  boll thake ran kom dorkar cilo. Kintu amader durbaggo pinesar ra nije der khela khelte pare nai ,0
 sakib ar vulta temon dora jay na,0
 Bangladesher harer ekmatro karon ekjon finisher. Ekjon finisher jodi dole takto tahole definetly kela jitto. Nasir ke obosshoy dole jaiga dewa uchit. ,0
 Aj Nasir hossain ke sara match a khub miss korsi... Amar mone hoy Bangladesh cricket team 11 a Nasir er poyojon ache... ,0
 Ekta boro doler shate khela apunar notun lok nilen sheta ki bhul hoeni next amra nasir ke chai ,0
 Hasib Al Fahad dost ami toder ei kothai bojaite parlam na.sakib valo khelche seta ami o jani ,0
 Nasir kon dik diya ojoggo ..team er jonno ...amra nasir k dekte chai .....,0
Team a aktu ..opurnota ase ja poripurnota ante hole nasir kei lagbe ........nasir vai k next mass a dekte chai ....inshalla ....jitbo abr ..England amader voi pai ....abaro ..voi e dekhabo ..inshalla ...carry on ..tiger ,0
 shakib er ta thikke eeee cilo kayes ki korce.....100 korar por aivabe out hoye aisa pore.... ,0
 sudu sakib ar dos dile hobe mathe finisher thakte hoy ,0
 mossarrap rubel baje akta plyer .  or jagay nasir k ovossoi chai? ,0
 Bangladesh bolar ak jono balo kore bad dorte pare na je ball korte pare abong bateing korte pare tahke neya huk ,0
 goshol ta taratari koira naw.. ,0
 vai purota na pore amon vabe nijer porichoi r apnar baba mar porichoi ta tule na dorleo parten. ,0
 Vai gali na dile o parten. ,0
 Namaj pore nizer Mon k porishuddo koiren. ,0
 ami ek jon brazil supporter buwa keno blbo...apnara valo kore na pore ja ta boltechen..jodi news ta valo kore porten tahole kew ei rokom kicui likto na...asa kori apni bujben... ,0
 fb te kaw k gali di nay....,0
but aj r nijek control krte parlam na.,0
 Akdom vuya news aro anek match pore ache terpor result FIFA word cup e khelba ki khelba .joto sob abal ra vul news dei sudhu sudhu ,0
 Noia naki .. Hab vab bujo na .. Ulta palta news tai taulla khaia thik hoia jaba ,0
 Badh hoyla to valo e hoyto .  khala aro baki asa. Pora buja jaba ,0
 na khelte parle to bad jabey ,0
 limit er ekta fajlami ase .  .  .  .  .  .  .  .  .  .  .  ,0
 a dhoroner kisu argentinar somporke likhle hoito amra hatfel korte pari bro. ,0
 Orikom Akbar Brazil k bad falaicilo tai ki khele nai ,0
 tore tor kon babay koisa ,0
 Tai jodi hoto tahole surya ulto vabe uttho ,0
 Aktu valo kora news ta porun tarpor sorrey bolun ,0
 next match ay valo hoby . ,0
 Chattroligue sudu chin ke kno puro pridinitakei ses kptr diye pare....... ,0
 est or west INDIA is the best jai hind    note  j amar cmnt er reply a gali debe tar jonno same to u advance likhe dilam . ,0
 porer dike na taki e nijar dik ta dek.bangladesh hare galo.bangla deser unnatir kotha baba uchit. ,0
 Bangladeser sate keu parbe na. ,0
 Kew juddo korle to parbe ,0
 r a pagol chinar sathe juddo to sorastrow montri korbe.bojo na ken tomra. ,0
 Chaina jodi moitha dey Bangladesh baisha jabe joddo korar prosnoi utena ,0
 r somvob na aj ker moto akhnei sash ,0
 AKON JOY thake dure jacce ,0
 amra kbe pabo jani na ,0
 ei sob gulo joutho vabe projojona kora hocche othocho 80%ovineta baroter . Bangladesh er projojok der lojja howa uchit ,0
 imrul jodi 100 kore tahole asha ase jetar. ,0
 Ota na bole bolo catrolig onujae desh colbe. ,0
 Diploma beshi beshi chakri dite hobe ,0
 tal gac boro ta kintu ashraf er ,0
 Khomota  .  . montritto .   . Tai sobai Ai comments But jokhon aigulo thakbo na Allah jan a ki comments asbo....oh ,0
 Chachar boyos hoiche .......baki koyta din paa chate jodi par kora jay .......alhamdulillha... ,0
 So Sala khalifa tor moto IMO k tar nuts did karat hunny o rakha Na . ,0
 Apni kintu akjon protibondhi janen to? Thik moto uccoron korte parenna tate ei r parle ki korten ke jane. ,0
 kokur ar gaow gaow kora r moyla chata................... ,0
 tur kupale ki ase aita dekhar opekhai thaklam ,0
 Jati ta keda....jati to amader desh e ekhon dui ta...ekta awoami ku jati... R ekta bangladesh er niriho jati..... tahole idur ...thuk ku innu miah apne to er por dholai khaben dui jati dieai.... Kon jati je apnake dholai beshi dibe ta apnar chapar upor nirvor kore....so chapa bondho koren ta na hole ..... ,0
 dul teke bad pore silo.r Taj uddin to nijeke shoriye niye se .r akon awamilig neta jara ase.Akjon bole rana plaza hate dakka diye pele diyese.r Akjon bole Hoj korte gel ,0
 India mone kore ham to Dada hey.,0
 vai amar kache facebook live . hoite sena piliz amake live ta dekte din thanks ,0
 Mosharraf k jno porer khelai na dekhi. ,0
 Shakib vai tui sri somoy keno l ,0
 acca oi somoy khali bangali thake indiatr kew thake na to indian more na ken ,0
 India r Malaun ra e vuya ,0
 Patiyar rasta ta khub Akabaka. Rasta gulu soja kora dorkar college road hote Munsef bazar er mdder rasta karon eta Ctg coxsbazar mohasorok ,0
 ami ekjon neymar er pran priyo vakto kinto ei aghatan ki vabe ghatla ami ta jani na tobe neymar taratari valo hoye uthok ,0
 Allah ja kore valo r jonno e kore.... ,0
 Allah ra ki nogno obostha. ,0
 Ay Allahs.. dua kore valo hoy jaibo ,0
 Amare r maris na .  ami massi k topkate chai na.. ,0
 Amra nasir er moto allrounderke khelai chai ar Al Amean ke chai ,0
 sokale olpo bristy hoiche tobe ekhon akas ta valoi dekha jacche ,0
 Ekono onek kichu sekar ase ,0
 4 _0 haptimer age vai pore tto r dve wait kren .  ,0
 ekta hcagol................ are beta tui chup thak desher miniter der kotha bolte de.mone hoy o dsh er president ,0
 Mashrafe england ke boro kore dekhcen...so besi vab nio na..... ,0
 dur bokachoda ata crctsulob kotha holo amar mone hoi crct history suru theke aj pojonto ato abantor kotha kew boleni .  .  . prottek team khela surur age bipokkher team jotoy durbol hoq na keno kew antorik vabe khato chokhe dekhleo seta prokas kore boro kore .  .  .  .  karon batikrom bole kichhu akta achhe .  .  . aji proman hoye jachchhe kotota run tara korte paris .  .  . ami nischhit tor coment ta vat chhilo ta aji proman hoye jabe .  .  . joto sob al bal chhal mohon pal .  .  .  ,0
 beta choto hole ki hobe sahos ase..jau agiea Bangladesh.... ,0
 0 rane out na hole e hoy. ,0
 Ha baal amar ota jeno Afghanistan ,0
 Parba ke vaba amra to 18 kote plear ,0
 Eng 455 ran korba agami kal amar mone hoy jodi agea bat kora @@@ ,0
 Surgical strike r upor in future kono film hole hoteo pare. ,0
 Strike korle na prove dibe. ,0
 Proved thakle to dekhabe.... lol ,0
 Karon seta hoyni tai korbena ,0
 vua jiniser ki proman thake ,0
 Tobe e to white hobe tajmohol ,0
 Tarai bir r bangladesh .  seta na hoy nai bollam ,0
 eto kushi lage kere amar ,0
 Shabbas amra ja pari na Pakistan ja pare na srilonka ,0
 Allah 2mi tader jannatu ferduows nashib koro aaamin ,0
 Choi boshor na 1 bochor por  ,0
 Oder koti manuser samne hotta kora uchit ,0
 sudu dorte dekale hobe na ar dorkar fasi ,0
 Judho jodi korte hoy bilombbo korer jukti kothy.?Nasara judho korle valo NATO.Sara biswa Islam kayem hato. ,0
 Americar ekhono ja shokti asha ta china thake onek bashi. China shudu East Asia te probab bister korte pare. ,0
 Dekhte pora e ghaja kor mone hoi ,0
 Jara joystick chara game khelte parena .  tader jonne valo tottho. ,0
 Ha ami o sei visa pawar modhe ek Jon ami prai prottek bocchor bangladesh e ghurte asi amar khub bhalo lage karon okhane amader prochur family r lok ra thaken Sei 1964 er Hindu Muslim riot er somai bangladesh e paliye esechilo... tobe aie bocchor manus jeno bangladesh jawar jonne umre porche specially hindu ra sudhu ektai kotha bangladesh embassy r poriseba boddo kharap khubie slow process e kaaj kore ,0
 Are na asole kangal gulo kichudin dhore gheu gheu korche .tai kolkatar lok vablo chuti ache kichu biscuit khaiye asi jodi gheu gheu kora kome ,0
 Ata to didi dadar khrcha bachay ora ase BD te thakle khroch ta to amader e hobe ,0
tar por asly jano ora khety pary... ,0
 opu ukil ekta short minded mohila... talk show te tar kotha sunle onekei hashe....tar ei kajer jonno news korar mane hoyna....se eta kortei pare ,0
 Allha jodi doya kor e tobe akdin ai ajab sash hobe ,0
 America ke hotaw. Ardugan amra achi tomar sathe ,0
 Varot pakistan oykko hola asia shorgorajja porinoto hobe ar jonno chai manusher proti valobasa. ,0
 ki lagaise....ajib...eto kno jala porer ta neye... ,0
 akas tumi akta pagol soumo ki kharap khallau oke rakhte hobe ,0
 akash bhai....apni to pada mohollar mathe 100 korcen...apnake keno england seris a jaiga dea holo na.amra er tibro potibad janai ,0
 Sorkar ke ato cs dey anamul ke ato as dile valo korto amar mone hoy ..anamul akta ms karaf kelle take bad dey sorkar bad dey na keno vijoy ki bcb keo na ajonno ,0
 BCB asha kori sumya k dole niye r kuno jamela korbena onek chance deya hoye geche tar jonno so good by. ,0
 Imrul to England er bowlar der face e thik mato korte parbe na .dekhtai paben 100 ball e 40 kore kina sondeho hoito test match er mato khellbe ,0
 Or moto plyar onno desh hole kobe ber kore dito . karon onno deshe khela niye rajniti chole na .  dormo niye kowtha chole na ,0
 Somya k baire rakhi valo akon. Kayes k sujog dile valo hobe mone kori. ,0
 Ata mather baire rakh e tik er thaka nasir k ba anamul k dole niya ami mone kore tik hoby... ,0
 form nei 1st ODI te na neyatai valo hoy..... ,0
 Kono karon nai sudhu mattro Hindu bole jotilata ,0
 khela ki shikhe nai prothom asle valo khele pore ar khuje paoya jai na ,0
 Sarkar ke khelte din ok ,0
 Ore rest a rakha dorkar ,0
 Asun age amra muslim ra thik hoi. ,0
 Irak ki r korbe jana ache ,0
 Turska k destroy korte hobe ,0
 Azrail ese jedin niye jabe sedin kono nirapottai kaje asbena ,0
 bolwer na thakla ja hoy ,0
 Probes mokh ta kothay ..... Ata thekano na gele birat problem e porte hobe Bangladeah er ... ,0
 prodan montri aeto boro boro khotha bole aegulo ki chokhe dekhe na tahole desh prem kothy holo ou kothy gelo. ,0
 nesha kokhono manuser dukkho volate sohojogita kore na. eta ekdom thik noy .  tai eta niroson korte hobe r etai uttom pontha .  .  .  ,0
 Hasinar babar bari theke baba ashse ,0
 Sorkar ecca kore thhakay na karon ta hole dada der babsa koma jabe khmota chharte hone ,0
 bosss er jonmin dine ami o jonmailam boss to onek kisui korse desher layga ekhin dekhi ami ki korte pari. ,0
 Asraful holo onek din dore ondokare taka sona take jodi sek ba sujog daow hoy tahole se valo korbe. Ta sara se amar mote obiggo player. ,0
 Boss tumi say Australia r Mac ar moto fira aso. ,0
 bepar na boss to onek din pore asce... thik hoye jabe ,0
 seia jaramjada to rag korbei ,0
 Toder page gulo lyk kore6i jate toder ei bebodh er moto post gulo pore ektu haste pari .  tora parish o bote ,0
 amra muslim.Islamer ninda amra korbo na.Islam ja kore shantir jonno kore ,0
 Mita apnar to khub rag. ,0
 Oita o dekhar baki kola gaser furniture r amader ei sorkar to digital projukti abiskar korese dekhen nai bas dya bridge building emon ki rastao banayse ,0
 Kasem saheb oder lojja bolty kichu nai. Amader thu  thu o oder jonno noy. ,0
 cmnt box e ki likhbo vebe passi na. desher sason var je sob looker hate tader manoshik obostha eto kharap je kokhon jani bole bose amora konokisor jonno dai noi karon desh chalasse BNP ,0
 Amar mone hoy tor ma toke jormo dice vul korce tai akta Kotha bolte chai jormer maje mone hoy dos chilo ,0
desher manush jane ke kar hate osru tule day.... ,0
 Good Mr. Hasan opekkha korun Allah er bicharer jonna .  karon aponi sob somoy kotha jegulo bolen ta sudhu oporke criticize ei koren .  .  .  ,0
 assa tr bou ba meya ace kina bol . ata cara tr moto kulanger re ar sikkha dayer kisu passi na ,0
kicui korte parina bole khub kos to,0
 nije nije nijer ta flush kortese ,0
 Apni mone hoy bnp er somoy student 6ilen... ,0
 Ar kara je medical student der prosno hate role dey??? ,0
 Yes r se osro holo kolom.....,0
 Kono kichu holei jamat bnp ke jorano hoi ami kichu bujhina. ,0
 Ayta kemon pagol ami ganina ,0
 Power no never be on ur hand ,0
 Kumillar oi noroposur hate Osro ke tule dilore lig neta ,0
 Tara ki korbe tara sudu onner somalocona korbe ,0
 Ha akon to tara nai ,0
 O mony hoy khub besi khe pelec ,0
 manuser gibot kora nijer vai r mansho khayar soman ,0
 Ok goru ba sagol bola jay na.............. ,0
 r chatroleague ta tule ney ,0
 Kothai ase na chorer mayer boro gola era holo tai ,0
 Hasainna re tui Sara none hoy sobai bodirsobi ondo ,0
 Pahol......le kina ko .  chahole ki na hay .  .  .  .  ,0
 r tora techer der hate ,0
 Toder moto janower der marar jonno ,0
 Kichu bolar agy chinta vabna koray bola ouchit ,0
 Ore rakha hoise sara din miththa bolar jonne ,0
 vi ai sob kotha hasan paglay koy na ore bolay pagolni hasinay oi jodi agule na bole ore to dole rakh bona mittha kothar jonno ore dole rakha hoyse ,0
 ki korba vaba payna tai bola fala valo kono kaj naito ,0
 Ar kono kotha paina ki bolbe ekta kotha to bolte hobe......shame ,0
 apnar 10 takar gan bondho korun boro lojja lage allah manuske sudhu cal khawar jonno pataini.. ,0
 khomotasin kono neta jate vate na more. ,0
 Pak monahoy onek din por 1ta batsman paica ,0
 Babar azam amader boss tamim ar moto batsman ,0
 asa kori aro valo korbe ,0
 Economy chin er thakte pare... Paki der kotha theke elo... r economy te India kothai seta sobar jana ,0
 nothing to say but lol ,0
1ta Kobutor ke o Dore Chere dibe karon ora jane Pakistan Muslim r ora Gorur Mutro khcce proti din Dhorano tai shababik ,0
 Sobceye valo hoyeche dua mahfiil ,0
 DOA nah ta ma sah ,0
 Boss er jonno ami doa kori ,0
 Birth day te kono doa r dorkar e nei..... ,0
 America kotha sune kaj korle nijer loss hobe ,0
 bideshe ato kosstto kore taka kamate hoi ar che balo deshe ashe jungi hoiya dora diya onodan nibo pore ak ta business korbo jak akta balo feature hobe ,0
 kangal gulo bhe bhe korche nijeder obostha ta dekh . india ache bole kheye pore benche achis re kangali.char toder to lojja o nei tao bolte thakbi.tora koran por r nijera mara mari kore mor ,0
 Amonn akta desh holo bd tara nijer Desh chinta Na kore onno desh er Hagor chinta kore ,0
 Comment ektu hisab kore koren vaisob.ei hingsai kintu bangladeshe bonna dekhe enesilo.future a aro bojhabe seta jeno na hoy ,0
 bangladesh pakisthan er jonyo humki na sudu roza rakha chin e jabe na eta manley holo r china der khomota nei bangladeshi army ke attack kore ,0
 VHUA Kargil juddor moto aro 1 ti Movie dak bay Bisso ,0
 E kotha sobsomai bolechi . kintu tomader ontore ki ache sokolei valo jane. ,0
 eto din sun lam je ma aj baba ooooooooo ,0
 England sirise a Nasir k dekte cay ,0
 Shommo ke dole nite hobe Tai rest koro ,0
 Aj imrul eta proman korese ekhono furye jayni se ,0
 Prithibi te kono ekta valo kaj ase India korese ,0
 Esob niye matha ghamas na tora...amdr bepar esob...ki kore esob halkay handle korte seta jani amra...ha ha ,0
 Hindura jodi desh chere take seta oder nijer ecchay.mngora kota bolben na. ,0
 Tomal tore ki indian ra jonmo dice.bd te akhon muslim 90% up tui o sothik ta janish na. ,0
 apniki 1971er bangladesh dekhechen? apnar age koto? 71e apnar abba kon pokkhe chilen? muktinahinir pokkhe naki pakistanider pokkhe? pakistanira muslim chhilo r amrao muslimi chilam.ami ekjon muktijoddha. jodi kichhui na janen tahole amar kache ashun.71 er bornona dibo.tarpor dekhi apni bolte parenkina je muslim muslim vai vai.pakistahnider nirjatoner kotha shunle apni manush hoile behush hoe jaben. ,0
 but sotto bolte pare na 1ta o ,0
 Kno bepar na hara toh sobe suru hyechhe... ,0
 ?**valo. run korle to hobena......? ,0
 amara or passi dabi korchi.. ,0
 Hotta chesta noy  .  hotta kora hoyeche ,0
 Masud bai adalot ki korby jodi sakki totto na pay eideshe taka o pawar takle ney bichar pawa 00.10parcente ,0
 Eto din a pagol thik hoyse... ,0
 Tahle tader prappo asset gulo keno jobor dokhol korte chaichen ? ,0
 Atodin por akta valo kotha bollen montri sab. ,0
 Onuk din poru akta valo kotha bolucun ,0
 u have to bujhte hobe this is tiger ,0
 bangladesh ar 50 . 60 run kom hoye gese ,0
 ar poreo jodi imrul &nasir dol theke bad jai...... ,0
 Oirokom purono akta bogi notun ingin er sathe kivabe jora lage ata amader bodhgommo noy.Tobe ha .  amra todonto kore dekhbo. ,0
 Doler dohai die jeno per na paie. ,0
 Amin . Allah ai bon ti k valo kori din. ,0
 Allah ta ke sust kre dao ,0
 musi vai asa kori tumi ai dhara bahikota dhore rakbe ,0
 Orey jibon dilo.bade pora mostan ,0
 Becharara 8 diner jonno 1 no e utsilo ,0
 de bangladesh a dum kore akta fale. ,0
 soumou khelar jonno taka nei na borong nei tai take bad deya hoy na.....soumou theke ami valo cricket kheli ,0
 200 hobe Imrul er carry on  ,0
 bat hate jobab ta dilo. ,0
 Are tora to uthe6is #India thekei,0
 mathi tel takle sobai baba ble dake imruler mathi tel kom aya jonno cele ta canc paina ,0
 sommo k bad dite hobe ,0
 Sommor jaygay emrul ke chai ,0
 score dekhbo ki kore ektu bolo sabai ,0
 unofficially jei match hoy oitatei baal falay r test e ,0
 Tar protiva aache sudhu luck ta kaje ditasena tai bole amra bar bar sujog dia ekti batsman er jaiga nosto korte parina tai amr mone hoy mosaddek k diye open korano r somya khelook mosaddek er jaiga.. I m sure ekta valo fol pawa jabe ,0
 ok r jeno na neya hoy ,0
 Ebar hoito saja ta pabe ,0
 Soumya ke pojer jonno ..soty dewa hok .... ,0
 kotoi r khelbe re vai...boyos hoye geche to ,0
 sommore dol theke bad deoya dorkar ,0
 7 tarikhe or mach ashe tai bisram lagbena ,0
 sommya sarker k opening a dekhte chai ,0
 Sommore apatoto dol dekhe bahire rakha ochid ,0
 Soumya k bisrame dite hobe.... ,0
 Ore bad ghore rakhte hobe ,0
 votai akta bad dawa hok oj ,0
 Oke dolthake bad dewa dorkar ,0
 aponara sobai espncricinfo. com a khelar score dekhte parben ,0
 Sarkar k diye r hbe na..bcb onk chance dice ok ,0
 Bd muslim ra...soudi nia eto kotha bolis je tdr desh e kon ta chole re.. ,0
 ISLAM ar sottru der chintay karo somossa hower kotha noy ,0
 E bar line a aseco.......... ,0
 Bolechilen batball chere ebar randiarr biruddhe ostro dhor r eto matisna. ,0
 shia ra muslim noy chaguder dabi  ,0
 Paki r agent gulo bangladeshe ache tai bangla desher ei obostha ...asol bangladeshi ra konodin india r bodnam korbe naa eder moto...dorkar hole paki r agent gulo keu surgical strike kore mara hobe.jai hind...Indian army jindabad ,0
 ki kore korbe jhuddo maloder matha nosto hoye gece ,0
 Amder akta sobab acha...ta holo...amra jar khai  . takhei abr gali de ,0
Ei sob knowladge to tar manus ke dan kora... Ebr cinta koro allahr geyan koto boro ,0
 khothay marar pori kolpona korycy.. ,0
 Allah Chile ki na korte paren ,0
 siryou are a real lider ,0
 Valokotha.nato keno tomar desey? Nato soraow.usa ar bondho nato. ,0
 Eta Americar colony western ra ja chai tai kore UN ,0
 My area asa kori natok ta onk valo hoba ,0
 fb use korte hobe .  tahole ghum hobe ,0
kintu bujhlam nah oke..... kno match e nei..nah othocho or fildng bolling.. bting shob deke valo............ ,0
othocho nasir er moto ekta plyr k bad deye ulta palta man.....nei tara..... ,0
 SARK ar madhome pak  varot songkot somadhaner suborno sujog hat sara hoe gelo .,0
 Chaina mal kono garinti nai ,0
 r taka di66e bangadeshi ra ,0
 ja koyta pak saport tare pak ta chole gale valo hobe . odar ar valo lagsa na mamar bari ora bapar bari jak ,0
 naya diganta ka mone hoy india gaer marcha jar jonno a sob khobor ,0
 allah jeno bondho hoye jai ,0
 Afridi apnake mone kre dei ato jadi pathan Der upor vorosa tahole gandu 3bar juddhe harli kno .  abar dekh ki hay . ? Sara world e to AK ghare hayegachi .  tar pare ai kotha balis kon lojjay .  jadio muchir Nak nei r surir Kan nei sei hachhe toder abostha .  ,0
 zoddota bangladeshe porle balo hotu.,0
 #malo dada der bolchi tobder baba siv n ganja kai... ,0
 allah tumi kasmir ke sadin kore dao ,0
 tui gajatir ki ba challenge ,0
 5 min tik parish na tao ato kptha ,0
 sokuner dowya te ki bura goru kon din more. ,0
 bangadeshi ra tora online er link ta o tu amader kach theke vikhha Nis. ,0
 r ekbar pathao tomader ma der india te. tomader vai debo free te. ,0
 Ai juddho bimanta meramoter jonno Bangladesh theke Meskat namer ak napit ase ta ke varote pathano hok. ,0
 amr ato mojja lage kare ,0
 besi barle a rokom hobe.. ,0
 Allah tumi khub valo kaj korcho ,0
 r ki korbe India. kaj kam....nai Pakistaner sathe juddho korbe.......India tui juddho na kore maph cha Pakistan er kache.,0
 r ki korbe India. kaj kam....nai Pakistaner sathe juddho korbe.......India tui juddho na kore maph cha Pakistan er kache ,0
 lafa lafi na kori. mar noy mor ,0
 Tik tai jara lig kore tader akti sishu o onahare nei. Karon oi gula onar pola pain ,0
 Amra tai cai. .jano sobai kaya jibon ar mormoh bojta para ,0
 Are sunta icca kora na metha kotha tor ,0
 Coba thaka hoy na cano ,0
 A dai tomar akar 9...sokoler ,0
 Manuser boyos aktu besi hole kisuta alomelo kotha bole .  Tai bole take nie ki amon rosikota korte hoi Se to maje maje amaderke binodon jogote nie jai. ,0
 O bete Pagol nije Oporiskar ,0
 Aktu pore balbe ami to bolini .  ,0
 Ershader kono kothai nai sob prescription. ,0
 Chacha ki bole re ha ha ha ,0
 tho tho babar aber ki hoi lo ,0
 Koto kangladesio dhori roj sobai jannat jabe indian army ache to  ,0
 test e sotti Gazi ke dorkar......oneker hoyto hatrik soho 100 er kotha mone nei......ai sei gazi ,0
 Pakistaner 1 ta kobutor ar voye e ei obosta... ,0
 Hmmm. Alamot dekhe buja jacce je .  bangladesh o r ekti shikim hote jacce. Mone hoe somoy ta besi dure noe. ,0
 bhaire bangladesh re india nite par be na ... amra ekta dearing zati .... ,0
 mashrafi vaiyar opor respect ta onek bere gelo jokhon dekhlam uni lok ta k kivabe safe korlo...amra j onake valobasi r uni ata bujhte peresen atai onk.. ,0
 Messi thakle aro 2 goal besi khaito ,0
 Ar bangladeshi khay suyorer mut ,0
 Hottar bodole hotta kora jay... Kintu amader to galagali korar odikar nai.. Ei mittha gala gali mittur por amader uporei ashba... ,0
 Allah amader hedayet dewar malik ,0
 Aj Bangladeshi der anander din kenona toder Maa boner rappist ra aj India ke akramon koreche ,0
 kasmir sadinota orjon kora darkar.Allah kasmir ar jonogon k rokka koro.amin. ,0
 sara jibon bangalider opor ottacar calano simante ebar dekh ottacar kake bole. ,0
 war karu jno vlo na sobai mile mise thaka uchit ,0
Amader oo power kon noy bojchoss ... ,0
 eichara ki ar goyi ache. indiake jebabe pak ra size koryache tate to money ochirei india shesh. tai ei policy...... bujhe nen ,0
 Ato paro shb sesh kre dau na kn .  ora to shotru ,0
 Pakistan to theka tomar kace ,0
 Chetona darira ekon kotai.Bal dol holo ekta sarkas ,0
 ami cai na je joddh hok karon eta kamo noi ,0
 tar binimoye ki je nibe Allah valo janen ,0
 Bangladesh use korar jonne notun natok suru korse ,0
 Operation kore or lingo Kete flea hok.& FB lode die Prochar kora hok jate keu vabisatte sahos na pai.eti hok sasti. ,0
 Kazir protarona khuv govir. Amar kache totthay ace.01715478266 ,0
 hip hip hurra ja amar ta hoy nay....... tay akho sotorko hoya galam akhon thaka mobile calanor somoy akta fan sata rakbo mobile thanda korar jonno...... .  .  .   .  .  .  .  .  .  .  .  .... .  .  .  .  .  .  ,0
 arekta war hote pare kashmir shadhin korar jonno. ,0
 Or baba o sheta korto ,0
   Ek Tha Tiger   er moto steep nite hobe . ,0
 Sa hindu hok ba muslim ,0
 Maira dakh ki khoti hoy. ,0
 Pakistan bachle Na pakistan er khoti beshi hoobe ,0
Ar judho na krte chaile vitu..,0
Onno desh er koti korar chinta take shob shomoy ,0
 Tahole kashmir k sadhinota dea de tahole bujbo tor kotha kotota thik. ,0
 mittha badi tor jonno mone hoi 2010 shale. ,0
 varoter oi khomota kono hobe o na. ,0
 Ami aci tomar pasa tumi joddo koro . ,0
 2 din por por Bangladesh .  r manus maros ,0
 feku ato din Indian ke chutiya baniyecho . banao modi vokto sob chutiya. ea re feku ji tumi Pakistani birani kobe khete jabe. sob theke boro motherchot hochche midiya . ar amra mone kore chilam hisra mard hoye geche aj janlam hisra kono din mard hote parena. jai hind ,0
 Dooah kori valo hoye jaben ,0
 Aro koto ki je dekhbo duniyay ,0
 India toke a j ki korbo....parle..... ,0
 Desher newspapper porle mone hoy  .  juddhota jeno bangkadesher sathe hocche ,0
 Voy pay to Tara Jara morar por Mati te lukea jay ,0
 Bharoter 1 ta bal chinte paros kina dekh ,0
 E sob bangladeshi pagol ra ebar dekci khepi ce ,0
Eder ke r bacano galo na ,0
 Bae dekhale hobe na balo kore indiar maja bangte hohe ata e sadhik samae ,0
 Pakistan jodi vharote hamla kore tahole modi ji apnar dike kheyal dite parbe na r ei sujuge jamaiyat  .  BNP apnar doler opor hamla chalabe r apnak khomota chere diye palate hobe tokhon modi ji apnak r sheltar dite parbe na ,0
 Ha... But juddo hole dunia theke onek kharap kome jabe. Karn juddo hobe Kasmire. ,0
 Apnar dadu mar kabe ti ,0
Arek tara akhon proti niyoto pondaitase ,0
 modi dada to assy to ,0
 Kala ata hole tumi e muskil a porba ,0
