id;text;emotion;lan;domain
14972;"Hizra sala
";anger;RN;news_video
14972;"Hizra sala
";anger;RN;news_video
15010;"শালা শিক্ষা বলতে পারেনা, বলে ছিক্ষা
";disgust;BN;news_video
15016;"sohag vi valo manus , oni ken politics kore ,,, ami bujhi na
";surprise;RN;news_video
15025;"Ae sob student der jnno e DU ato boro bodnam holo
";anger;RN;news_video
15025;"Ae sob student der jnno e DU ato boro bodnam holo
";disgust;RN;news_video
15025;"Ae sob student der jnno e DU ato boro bodnam holo
";sad;RN;news_video
15035;"এই সালাদের কথা হানিফ। হাসান । ইনু দের মতো
";disgust;BN;news_video
15038;"একজনকে দেখতেও ছাত্র মনে হয় না।
";surprise;BN;news_video
15048;"Awami league,chatra league eder jonmo hoiche mittha kotha bolar jonno,they r bustard.
";anger;RN;news_video
15063;"ছাত্রলীগের সভাপতি just একটা মূর্খ।। He doesn't deserve chatro
";disgust;BN;news_video
15073;"এদের কমেডি দেখলে মি:বিন কেও হার
";joy;BN;news_video
15087;"Satro lig Desher jonno ovishap .
";disgust;EN;news_video
15098;"সন্ত্রাসী ছাত্রলীগ তোদের ধ্বংশ চাই
";disgust;BN;news_video
15104;"SAYBI একমত।।। আমার মনের মতো কথা
";none;BN;news_video
15108;"সন্ত্রাস মুক্ত বিশ্ববিদ্যালয় দেখতে চাই
";none;BN;news_video
15113;"Janoar
";anger;RN;news_video
15124;"দেশের ভরা ডুবির কারন ??? জনগনের টাকা খায় আর শরীরে হাওয়া লাগিয়ে সন্ত্রাসী করে ,,,
";disgust;BN;news_video
15124;"দেশের ভরা ডুবির কারন ??? জনগনের টাকা খায় আর শরীরে হাওয়া লাগিয়ে সন্ত্রাসী করে ,,,
";sad;BN;news_video
15142;"ছাত্র লীগের এইসব কর্মীর ছাত্রত্ব নিয়েই সন্দেহ আছে। ছাত্রত্ব লাভের নুন্নতম যোগ্যতাও এদের নাই। ভার্সিটিতে সব থেকে নিম্ন মানের 3rd ক্লাস মার্কা পোলাপাইন যারা নাম মাত্র ভার্সিটি ভর্তি হয় এরাই ছাত্র লীগ করে । এরা ৪ বছর কেন ৯ বছর এও ভার্সিটি পাশ করতে পারে না। কুত্তা আর এদের মধ্যে কোনো পার্থক্য নাই। কুত্তা যেমন কোথায় কোথায় ১ টা জিনিস এ ঘেউ তেমনি এই সব আবাল গুলারেও কিছু প্রশ্ন করলে হইসে ওই একই ঘেউ ঘেউ । এরা ঘেউ ঘেউ ছাড়া কিসুই জানে না। সাধারণ মানুষ কিছু বুঝে না। অরে বেটা দাবি আদায় এর জন্য বিশ্ববিদ্যালয় এ আন্দোন হচ্ছে , এখানে পুরো জিনিসটাই শিক্ষার্তী আর শিক্ষক কেন্দ্রিক - এইখানে এ তুই শালা রামছাগল নির্বাচন এর আগে বিশৃঙ্খলা সৃষ্টি কোথায় পেলি ? কোথায় কোথায় নির্বাচন কেন্দ্রিক ঘেউ ঘেউ ছাড়া তোদের মাথায় কি আর কিছু আসে না? নাকি কথা বলার মতো ন্যূনতম জ্ঞেন বুদ্ধিও নাই ?? তুই শালা পড়ালেখার জায়গা বিশ্ববিদ্যালয়ে নির্বাচন এর ইস্যু খুঁজে পেলি?? মাথায় যদি খালি ঘেউ ঘেউ ই ঘুরে তাহলে পড়ালেখা ওই মাথায় কি করে ঢুকবে ?
";anger;BN;news_video
15142;"ছাত্র লীগের এইসব কর্মীর ছাত্রত্ব নিয়েই সন্দেহ আছে। ছাত্রত্ব লাভের নুন্নতম যোগ্যতাও এদের নাই। ভার্সিটিতে সব থেকে নিম্ন মানের 3rd ক্লাস মার্কা পোলাপাইন যারা নাম মাত্র ভার্সিটি ভর্তি হয় এরাই ছাত্র লীগ করে । এরা ৪ বছর কেন ৯ বছর এও ভার্সিটি পাশ করতে পারে না। কুত্তা আর এদের মধ্যে কোনো পার্থক্য নাই। কুত্তা যেমন কোথায় কোথায় ১ টা জিনিস এ ঘেউ তেমনি এই সব আবাল গুলারেও কিছু প্রশ্ন করলে হইসে ওই একই ঘেউ ঘেউ । এরা ঘেউ ঘেউ ছাড়া কিসুই জানে না। সাধারণ মানুষ কিছু বুঝে না। অরে বেটা দাবি আদায় এর জন্য বিশ্ববিদ্যালয় এ আন্দোন হচ্ছে , এখানে পুরো জিনিসটাই শিক্ষার্তী আর শিক্ষক কেন্দ্রিক - এইখানে এ তুই শালা রামছাগল নির্বাচন এর আগে বিশৃঙ্খলা সৃষ্টি কোথায় পেলি ? কোথায় কোথায় নির্বাচন কেন্দ্রিক ঘেউ ঘেউ ছাড়া তোদের মাথায় কি আর কিছু আসে না? নাকি কথা বলার মতো ন্যূনতম জ্ঞেন বুদ্ধিও নাই ?? তুই শালা পড়ালেখার জায়গা বিশ্ববিদ্যালয়ে নির্বাচন এর ইস্যু খুঁজে পেলি?? মাথায় যদি খালি ঘেউ ঘেউ ই ঘুরে তাহলে পড়ালেখা ওই মাথায় কি করে ঢুকবে ?
";disgust;BN;news_video
15148;"অন্তর halara amoni . Halago deklei rokto gorom hoy.
";anger;RN;news_video
15148;"অন্তর halara amoni . Halago deklei rokto gorom hoy.
";disgust;RN;news_video
15189;"30 hours blody hell?
";surprise;EN;news_video
15192;"ato hasi lage bangladesh er boro boro buddi jibider ei vara lage 6000 taka r somoy lage 2 gonta kor kono kisu post korben
";disgust;RN;news_video
15207;"সাত হাজার টাকা বেশি না
";surprise;BN;news_video
15215;"So good your YouTube video. I love you lot your YouTube video. I subscribe your YouTube channel just now please checking your YouTube channel.
";joy;EN;news_video
15233;"Sobai ek na
";none;RN;news_video
15254;"angla Choti Zone
";none;RN;news_video
15290;"Amit Kumar Ghosh tor make chudbo magi thasa mal indian mal gula khub thasa hoy tai bangladeshi bedeshi jai tider ma bon der chudte
";anger;RN;news_video
15290;"Amit Kumar Ghosh tor make chudbo magi thasa mal indian mal gula khub thasa hoy tai bangladeshi bedeshi jai tider ma bon der chudte
";disgust;RN;news_video
15304;"Beautiful Mind Girl Live Chat hi
";none;EN;news_video
15326;"Indiar maire sudi
";anger;RN;news_video
15329;"ORE KANGALI KUTTA TA ABAR AISE HOCHCHE SRILANKAN CHODON KHEYE KIDNEY HE
";anger;RN;news_video
15335;"great news
";joy;EN;news_video
15391;"চরিত্র খারাপ হলেও ইংরেজিতে sorry বলে,,এই সব খাংকি মাগিদের জন্যই দেশের এই অবস্হা।।মন চায় ওদের ঘোড়া I couldn't control myself to see this said bad
";anger;BN;news_video
15396;"কি যে বাংলাদেশ মনে হয় দেশটাকে দেখার মত কেউ নেই
";sad;BN;news_video
15396;"কি যে বাংলাদেশ মনে হয় দেশটাকে দেখার মত কেউ নেই
";sad;BN;news_video
15400;"Rasmi Alon +96566031769
";none;RN;news_video
15408;"ভাই বলার কিছু নাই,হাসিনার ডিজিটেল দেশ, ডিজিটেল মেয়ে, ডিজিটেল পুলিশ,
";disgust;BN;news_video
15410;"দেশ এ ধর্ষণ কমাতে এইটা জরুরী । এই বিষয়টা শুধু খারাপ নজরে দেখলে চলবে না ।
";none;BN;news_video
15411;"Agulo ki musolmaner kaj ejonnoi to allahor gozob ashe kintu amra bujina
";disgust;RN;news_video
15417;"এ রকম কাজের জন্য আল্লাহ বহু জাতিকে গায়েব করেছেন হে মানুষ সাবধান হও
";fear;BN;news_video
15439;"আমি কুয়েত থেকে দেখছি 0096599407975
";none;BN;news_video
15447;"বেশি শিক্ষিত হলে মেয়েরা বেয়াদপ হয়।
";disgust;BN;news_video
15462;"very nice 😇😇😇😇video
";joy;RN;news_video
15501;"খানকী আর বেশ্যায় ভরে গেলো দেশ।
";anger;BN;news_video
15501;"খানকী আর বেশ্যায় ভরে গেলো দেশ।
";disgust;BN;news_video
15501;"খানকী আর বেশ্যায় ভরে গেলো দেশ।
";sad;BN;news_video
15509;"অনেক টাই কাল্পনিক। এখন কার দিনে তো সবাই আগে নাম্বার চেয়ে বসে।কিন্তু নিশু ভাইয়া যাই করেন অনেক ভাল লাগে।😍
";joy;RN;drama_video
15517;"ei bal sal kara banai
";anger;RN;drama_video
15532;"onek sundor natok
";joy;RN;drama_video
15548;"5 ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥®®®®♣♦♥®®♦®♦®♣♦®♪♪♪♥♥♪♥♪♥♪♪♥♪
";none;EN;drama_video
15554;"Hii tisha nd afran .I m realy big fan of guys. And I really loved urs acting. I m from Kolkata. And I m allso actor and trying to be a gd actor as per my work. And I hv one request guys,,I want 2 work with u plz. I like your work afran sir and tisha mam. God bls u and miss u
";joy;EN;drama_video
15580;"tisha valo acting kore
";joy;EN;drama_video
15600;"i love Arfan ame apner kno natok miss kori
";joy;RN;drama_video
15601;"Afran Nisho Always Awesome
";joy;RN;drama_video
15603;"wowwww😍
";joy;RN;drama_video
15605;"Osthir hoica boss
";joy;EN;drama_video
15629;"nice nisho vai
";joy;RN;drama_video
15639;"অসাধারণ 👌👌👌 love you nishu and tisha 💜💜💜
";joy;RN;drama_video
15657;"so cute love
";joy;EN;drama_video
15666;"hiv nice
";joy;EN;drama_video
15679;"Aida dumb story Nisho bhai bole natok ta dekhlam
";disgust;RN;drama_video
15684;"মানুষ বুড়ো হলো ভাবে নামায পড়ে বাকী জীবন টা কাটাবো কিনতু নাটকে বলে অন্য
";surprise;BN;drama_video
15702;"কেমনে কি 👌👌
";surprise;RN;drama_video
15716;"ব্যাপক হইছে
";joy;BN;drama_video
15721;"Ajob id fake cilo nah ki Photo cilo nah kno???
";surprise;RN;drama_video
15747;"Same conversation e 2 device chat color-o different. What kind of sorcery is this? :/
";disgust;EN;drama_video
15767;"Thalukder vhai apni mone hoy tanjin tishar kotha sunen nai,,,
";disgust;RN;drama_video
15783;"❤️👌🏻loved it
";joy;RN;drama_video
15794;"বাংলা নাটকের কোন তুলনাই হয় না,,,,, অস্তির লাগছে নাটকটা 😍😍😍
";joy;RN;drama_video
15799;"বালো লাগলো,,
";joy;BN;drama_video
15842;"onekdin por kono natoke valo Ending
";joy;RN;drama_video
15870;"ending ta
";none;RN;drama_video
15911;"সত্যি অসাধারন,নাটক,,,,,
";joy;BN;drama_video
15929;"eni toh shari porte jane naa abar bole roj officese shari pore hahahahaha
";joy;RN;drama_video
15929;"eni toh shari porte jane naa abar bole roj officese shari pore hahahahaha
";surprise;RN;drama_video
15937;"Vai ota o sndr eta o sndr on konota k coto kore dekhar kicu nei
";none;RN;drama_video
15946;"uffff! ♥
";joy;RN;drama_video
15946;"uffff! ♥
";joy;RN;drama_video
15948;"tanjin tisha apur khasita sey.
";joy;RN;drama_video
15958;"তিশার অভিনয় টা আনারি লাগসে
";disgust;BN;drama_video
15966;"Afran bolbo vi osadharan cilo
";joy;RN;drama_video
15968;"khub valo story. ei society r perfect golpo eta. lokera nijer cheye porer bepare beshi concern.
";joy;RN;drama_video
15971;"tanjim tisha love u😍😍😍😍
";joy;RN;drama_video
15975;"খুব সুন্দর নাটক,, ধন্যবাদ পরিচালককে
";joy;BN;drama_video
15976;"eto kotha bolle bariwali vara dibe
";none;RN;drama_video
15994;"Boss is best
";joy;EN;drama_video
16003;"awesome loving it
";joy;EN;drama_video
16015;"ki gaan er ki bolte paro
";none;RN;drama_video
16041;"তানজিন তিশাতো অভিনয়ে এখন অসম্ভব ম্যাচুরড! ব্রাভো তিশা! নিশোর কথাতো আর বলা লাগে না। সবমিলিয়ে নাটকটার মেকিংটা অসাধারণ ছিল।
";joy;BN;drama_video
16041;"তানজিন তিশাতো অভিনয়ে এখন অসম্ভব ম্যাচুরড! ব্রাভো তিশা! নিশোর কথাতো আর বলা লাগে না। সবমিলিয়ে নাটকটার মেকিংটা অসাধারণ ছিল।
";surprise;BN;drama_video
16068;"wow so nice and
";joy;EN;drama_video
16085;"আসলে ভাল লাগার মতো নাটকটা ----
";joy;BN;drama_video
16096;"সত্যি এই বৈশাখে নতুন এক চমক অসাধারন একটা নাটক
";joy;BN;drama_video
16103;"যারা dislike দিছে ওরা সম্ভবত পর্ণমুভি খুজতে
";disgust;BN;drama_video
16107;"wowsm boss
";joy;EN;drama_video
16116;"wow Tanjin Tisha
";joy;RN;drama_video
16135;"অনেক জোস ছিলো।
";joy;BN;drama_video
16140;"মিম=ডিম😁
";joy;RN;drama_video
16158;"Excellent work and nice story Nisho and tanjin best of luck Keep on work same way We all love you brother and tanjin
";joy;EN;drama_video
16180;"অনেক সুন্দর হইছে। অনেকটা নতুনত্ব পাইলাম। খুব ভাল লাগলো?
";joy;BN;drama_video
16216;"So nice drama
";joy;EN;drama_video
16234;"Hmm supper
";joy;EN;drama_video
16267;"natok ta sotti khov khov hoiche
";joy;RN;drama_video
16272;"রোবট হামিয়া ও সরি রোবট লামিয়া 😜😜😜
";joy;RN;drama_video
16281;"ঐ নাসতিক জিবন শীল জিহবা টেনে ছিড়ে ফেলব।
";anger;BN;drama_video
16302;"mY Boss Neso vai
";joy;RN;drama_video
16305;"Mon Chuye gelo
";joy;RN;drama_video
16306;"একের নাটক
";none;BN;drama_video
16310;"Very heart touching
";sad;EN;drama_video
16312;"অহংকার করা ভালো না আর অহংকারীর পতন এক দিন হবেই।
";none;BN;drama_video
16314;"Natok ta valo laglo. ""Science"" banan ta thik koran. ভাই সাইন্স ইংরেজিতে Science eta. sience noy. Ami bujta parci aponi Arts ar student.
";disgust;BN;drama_video
16319;"BUET er student!!! Ore allah! Atto vab wish uni dekhtoh! 😭
";surprise;RN;drama_video
16334;"hahahaha taile promanito science er maiago jibone binodon er obhab
";joy;RN;drama_video
16338;"একটু বেশীই ভালো হয়েছে নাটকটা।
";joy;BN;drama_video
16347;"Ami Barristery porci university of london a Ty Engineering ,dr der theke amr ektu besi ohonkar
";none;EN;drama_video
16349;"Subscribe
";none;EN;drama_video
16361;"নিশো আর মেহজাবিনের বুড়ো স্টুডেন্টের বাচ্ছামি আর নেকামো দেখে মেজাজটা খারাপ হয়েগিয়েছিলো। তবে নাটকটা
";disgust;BN;drama_video
16363;"ha Bolbo naki GoSSS bolbo
";none;RN;drama_video
16366;"Josh drama
";joy;EN;drama_video
16376;"সায়েন্স বানান ঠিক করেন
";anger;BN;drama_video
16389;"আত সুন্দর গল্প। নিস ভাই এর অভিনয় খুব সুন্দর!
";joy;BN;drama_video
16395;"robot lamia
";none;EN;drama_video
16396;"সত্যি অসাধারন লাগছে
";joy;BN;drama_video
16412;"Science hobeh Not Sience !!
";surprise;EN;drama_video
16416;"commerce ar caleder luck
";surprise;EN;drama_video
16426;"Bah darun
";joy;RN;drama_video
16440;"খারাপ না
";none;BN;drama_video
16449;"এই নাটকের গানটা কি লিকলে আমি পাবো?
";none;BN;drama_video
16450;"তাসনিম ইমা 💜 আমিও তো ইন্টারে পড়ি, আমিও তো জিডি পাইলট হবো।
";joy;RN;drama_video
16464;"so very nice story
";joy;EN;drama_video
16465;"Kub sundor
";joy;RN;drama_video
16470;"kn jani nisho vaiyar natok gula onk valo lage r mehzabin apu thakle to kotha-i 😍
";joy;RN;drama_video
16479;"Nice story
";joy;EN;drama_video
16484;"commerce ra hisab rakbe
";none;EN;drama_video
16493;"সত্যি বস তুমি ওয়ান লি ওয়ান পিছ,
";joy;BN;drama_video
16499;"অসাধারণ একটা গল্প ছিলো😯. নিজে নিজে বাস্তবতা কিছু কিছু চিন্তাভাবনা. কিছু সম্পর্কের সম্পূর্ণ রুপে পূর্ণতা দেওয়া আর এরকম একটা রককস হীন ভালোবাসার মানুষ থাকা. সব মিলিয়ে অসাধারণ Nisho & Mehazabien wow really
";joy;RN;drama_video
16518;"Nice 💖❤💙💚💛💜💓💔💕💗💘💝💞💟👍
";joy;RN;drama_video
16525;"Science er spelling bhul hoise natok er title e
";disgust;RN;drama_video
16530;"vai re পলিটেকনিক এর গুলো কি করবে রে
";sad;BN;drama_video
16538;"nice clip
";joy;EN;drama_video
16548;"Bangladeshi meya ra dakhta sunder chhalader So cute
";joy;RN;drama_video
16559;"Amr akta frnd ase science ar or nam Nijum o onk অহংকারী kntu sb science ar chele meyera ak nh r Ami akjon comarce ar chele
";disgust;RN;drama_video
16559;"Amr akta frnd ase science ar or nam Nijum o onk অহংকারী kntu sb science ar chele meyera ak nh r Ami akjon comarce ar chele
";sad;RN;drama_video
16562;"khub shundor akta natok
";joy;RN;drama_video
16568;"arfan vai💜💜
";none;RN;drama_video
16569;"অহ দারুন নাটক
";joy;BN;drama_video
16575;"নিশো ভাইয়ের অভিনয় অামার কাছে অনেক ভালোলাগে, অার মেহেজাবীন এর মতন একটা মেয়ে বিয়ে করতে পারতাম জদী।
";joy;BN;drama_video
16630;"কমার্স কি মুড়ি খাইবো নি???? কমার্স ছাড়া সাইন্স/আর্টস
";disgust;BN;drama_video
16632;"ওয়াও👌👌 কমার্সের স্টুডেন্টরা শুধু হিসাব করতে করতেই ইতিহাস হইয়া যাবে।।
";joy;RN;drama_video
16635;"Science or spelling :D
";none;EN;drama_video
16637;"Private poriye amio 1 din iphone X kinbo. :\
";none;RN;drama_video
16638;"এখনো পুরা নাটক দেখি নাই,, তবে যত টুকু দেখিছি অস্থির
";joy;BN;drama_video
16675;"Hahah Youe Say Right
";joy;EN;drama_video
16692;"Nothing to
";none;EN;drama_video
16696;"Student ta disgusting cilo
";disgust;EN;drama_video
16701;"bt ami atto kothor na!!!!
";surprise;RN;drama_video
16703;"amr moto science ar mayara cuty hy!!! ;-);-);-);-);-);-);-)
";joy;EN;drama_video
16703;"amr moto science ar mayara cuty hy!!! ;-);-);-);-);-);-);-)
";joy;EN;drama_video
16721;"Commerce is the best subject
";joy;EN;drama_video
16744;"SCIENCE NOT SIENCE😂😂
";joy;RN;drama_video
16754;"আনকমন স্টরি। অনেক অনেক ধন্যবাদ পরিচালককে এমন সুন্দর নাটক বানানোর জন্য
";joy;BN;drama_video
16759;"ছাত্রী হিসেবে এই বান্দর ছ্যামড়ির ন্যাকামি দেইখা প্রথমেই নাটক দেখার আগ্রহ হারিয়ে ফেললাম। সরি।
";anger;BN;drama_video
16759;"ছাত্রী হিসেবে এই বান্দর ছ্যামড়ির ন্যাকামি দেইখা প্রথমেই নাটক দেখার আগ্রহ হারিয়ে ফেললাম। সরি।
";disgust;BN;drama_video
16759;"ছাত্রী হিসেবে এই বান্দর ছ্যামড়ির ন্যাকামি দেইখা প্রথমেই নাটক দেখার আগ্রহ হারিয়ে ফেললাম। সরি।
";disgust;BN;drama_video
16777;"just <3
";joy;EN;drama_video
16783;"স্যালুট শুভ ভাই
";joy;BN;drama_video
16786;"দারোন নাটক 😂😂😂
";joy;RN;drama_video
16795;"Bhai Natok ta onek Sundor hoye Aar ekta hobe na ki Science r chele Commerce maye please
";joy;RN;drama_video
16805;"অনেক সুন্দর লাগেচে ইয়া ইয়্য
";joy;BN;drama_video
16810;"Tahid King Coc কমার্স = সাইন্স+ অার্টস
";none;BN;drama_video
16866;"কি যে দারুন নাটক
";joy;BN;drama_video
16875;"sundhar
";joy;RN;drama_video
16890;"Best natok 😁😁😁😁😁
";joy;RN;drama_video
16897;"ইংরেজিতে SCIENCE বানান টি তো সঠিক
";disgust;BN;drama_video
16942;"English is horrible, diction/pronunciation is pathetic,
";disgust;EN;drama_video
16947;"+Razia Sultana tmi janu ki kore
";none;RN;drama_video
16958;"mon er moto akta natok khv vlo laglo
";joy;RN;drama_video
16961;"নাটকের নামে বানান টা ঠিক করা দরকার। SCIENCE.
";disgust;BN;drama_video
16961;"নাটকের নামে বানান টা ঠিক করা দরকার। SCIENCE.
";none;BN;drama_video
16970;"সেরা নাটক।অসাধারন নাটকটা অনেক ভালে লাগল।
";joy;BN;drama_video
16973;"Very nice commerce to akhon koi
";joy;EN;drama_video
16974;"আমরা কার খালো কমার্স নিয়ে পড়া পোলাপাইনের কি হবে
";sad;BN;drama_video
16980;"Vai age nijar eyes control
";disgust;RN;drama_video
16988;"GPA 3 nie Defense e xm dibe? ei natok e bastobota nai.
";disgust;RN;drama_video
16995;"science er r ami arts er meye😝
";joy;RN;drama_video
16998;"very good good natok
";joy;EN;drama_video
17013;"so viya apni ki invent korln ??????????
";surprise;RN;drama_video
17019;"oooo😊😊
";joy;RN;drama_video
17048;"hy ra bangladesh
";disgust;EN;drama_video
17048;"hy ra bangladesh
";sad;EN;drama_video
17067;"😂😂😂😂😂😂😂😂😂😂😂😂😂
";joy;RN;drama_video
17076;"আপনাদের পুরো টিম কে আমি স্যালুট জানাই। Best Natok
";joy;BN;drama_video
17078;"there is no language to express about this i can say that only golden A+ can not make a well educated person.
";none;EN;drama_video
17087;"This is totally my brother!😭😢 (he's like that)
";sad;RN;drama_video
17092;"i don't know much about Bangla medium students and their pressures but in English medium we don't get much pressure of memorizing, we only have to understand and format the answer as our wish. Btw i am sorry for the students facing this situations.
";sad;EN;drama_video
17120;"emon ma baba karo jeno na hoe
";sad;RN;drama_video
17130;"অনেক চেষ্টা করেছি তবুও পারিনি অবশেষে হেরে গেলাম,,,Sorry,,,,,, h,s,c,,,,,ex,,,,,,,
";sad;BN;drama_video
17186;"sottti akta gotona toila akta video
";none;RN;drama_video
17198;"Amar baba mar re :`(
";sad;RN;drama_video
17220;"Golden peyei keo kono din iPhone kine dilo na
";none;RN;drama_video
17238;"ami normally kono natok or movie te comment etay comment na kore thakte parlam marattttttttooooook
";joy;EN;drama_video
17238;"ami normally kono natok or movie te comment etay comment na kore thakte parlam marattttttttooooook
";surprise;EN;drama_video
17238;"ami normally kono natok or movie te comment etay comment na kore thakte parlam marattttttttooooook
";joy;EN;drama_video
17249;"great natok
";joy;EN;drama_video
17254;"Pola pain der eito chap dey keno😒😒😒😒😒
";disgust;RN;drama_video
17254;"Pola pain der eito chap dey keno😒😒😒😒😒
";sad;RN;drama_video
17276;"Dudh dim sob misay khaow Moira jaibo toh re vai
";surprise;RN;drama_video
17280;"Koi amr cousin er phone ase laptop ase xbox ase tao toh ssc te gpa 5 pailo ar notre dame e pore.
";none;EN;drama_video
17287;"অনেক ধন্যবাদ, চ্যানেল আই কে,,, আমিও ওর মতো একজন হেরে যাওয়া সৈনিক,,তবুও জীবনে উন্নতির চেষ্টা করছি,,, Many Many Thanks,, I love you channell i ♥♥
";joy;BN;drama_video
17297;"ami to sss te  paici onk koste
";sad;RN;drama_video
17310;"সবার দ্বারা সবকিছু সম্ভব বোঝা উচিত তার ছেলের ভালো-মন্দ।। যদি তার ইচ্ছা গুলোকে প্রাধান্য দিয়ে বন্ধু সুলভ অবস্থানে থাকা যায় তবে মা-বাবার ইচ্ছা পূরণে অবশ্যই তার সন্তান চেষ্টা চালিয়ে যাবে।। -----এই ধরনের শিক্ষামূলক নাটক সবসময় আপনাদের থেকে পাব সেই আশা রাখি।
";none;BN;drama_video
17315;"শিক্ষণীয় নাটক
";none;BN;drama_video
17325;"Akhana j chalata or Name onindo shadin chada utha dekhi pashai chada o khaltasa Ami to obak
";surprise;RN;drama_video
17347;"কোন আবাল গুলা এই নাটক টা আনলাইক দিছে বুজলাম না।।। নাম্বার 1 একট বাস্তবিক নাটক
";anger;BN;drama_video
17367;"every students including their parents should watch this video
";none;EN;drama_video
17388;"anock valo laglo
";joy;RN;drama_video
17396;"Prottak ta baba ma r ai natok ta dekha
";none;RN;drama_video
17397;"hahaha, shots fired!
";joy;EN;drama_video
17415;"just wow ai amdr life
";surprise;EN;drama_video
17431;"bastobotaq nia natok banano prem valobasae jibon na
";disgust;RN;drama_video
17453;"I hate golden a plus
";disgust;EN;drama_video
17458;"Awesome natok ta
";joy;RN;drama_video
17468;"ওর মা তো পুরা পোল্টি নিলো :) হায়ড়ে পড়া লেখা
";sad;BN;drama_video
17472;"SSC te golden a+ na pelei je jibon shesh ta
";sad;RN;drama_video
17476;"Nahid proshno dise 😂😂😂
";joy;RN;drama_video
17494;"বাহ!!খাওয়াইলে কী মুখস্ত বিদ্যা বেড়ে যায়?
";surprise;BN;drama_video
17498;"😂😂😂😭😭😓
";joy;RN;drama_video
17511;"বাংলাদেশের বিদ্যমান শিক্ষা ব্যবস্থায় এইযে এক বিধ্বংসী দিক, নাটকে তার চমৎকার উপস্থাপনা দেখলাম ।
";joy;BN;drama_video
17526;"তার বাংলা শিক্ষক যা বলল - গ্রামের ছাত্ররা 'ছাত্র পর্যায়ে পড়ে না',শহরের সবাই কী তাই মনে করে?(আমি গ্রামে থাকি)
";disgust;BN;drama_video
17532;"😞😞😞😞😞😞😞
";sad;RN;drama_video
17559;"Love that❤💙💚💛💜
";joy;RN;drama_video
17574;"Jiboner mullo sobcheye beshi.
";fear;RN;drama_video
17576;"osadharon
";joy;RN;drama_video
17577;"Khub vhalo laglo natok ta dekhe Bangladesh er protiti baba ma'r natok ta dekha uchit nice work
";joy;RN;drama_video
17607;"Thanks for made this
";joy;EN;drama_video
17615;"যারা গ্রাম থেকে আসে তারা নাকি ছাত্রই 😞
";sad;RN;drama_video
17620;"Pora lekha kore sob somoy sofol howa jai Nejer mon jeta bole seta korle sofol howa jai
";none;RN;drama_video
17629;" is best part
";joy;EN;drama_video
17637;"this drama should be awarded.
";joy;EN;drama_video
17649;"প্রশ্ন দিয়েছে ""নাহিদ""
";none;BN;drama_video
17654;"valo hoise chanal i
";joy;RN;drama_video
17659;"This is to hurt for a student
";disgust;EN;drama_video
17664;"ma babara murkher moto sudhu sontaner opor sob somoy chapiye dei j A+ paite hobe. kintu poralekha korar mane ki sudhu golden A,,+ pawoa na akjon valo manus howya kintu amra ta vule geci j sikhar mul uddesso asole ki
";sad;RN;drama_video
17682;"Prosno ke dise nahid hahahaha 😀😁😂😃😃😃😃😄😄😄
";joy;RN;drama_video
17692;"don,t be like that
";disgust;EN;drama_video
17700;"aita jodi shob baba ma tar shontaner koshto bujhto taile ai shawuner moto onek cheleri mrittu hoto na so sad
";sad;RN;drama_video
17703;"Amr abbu ammu jodi amake eirokom pressure dito taile ami etodine Newton naile Einstein hoi
";none;RN;drama_video
17733;"erokom onk student ase bangladesh a student er life nosto korar jonno ekjon ei dayi!!
";disgust;RN;drama_video
17755;"নাহিদ 😁😁😁😁
";none;RN;drama_video
17768;"Acca akane golden A er kota bltece kno
";surprise;RN;drama_video
17788;"নাটকটি বাস্তবতার একটি প্রতিচ্ছবি। যা আমাদের দেশের মানসিক রোগ। স্যালুট সুন্দর একটি নাটক উপহার দেয়ার জন্য :)
";joy;BN;drama_video
17814;"Amader obosta amn
";none;RN;drama_video
17818;"First teke care nile aisb hoto nah!!! 😡😡
";anger;RN;drama_video
17819;"asleo kaj ta thik na ato chap kivabe j nebo allha jane baba mara ektu bojeo na
";fear;RN;drama_video
17819;"asleo kaj ta thik na ato chap kivabe j nebo allha jane baba mara ektu bojeo na
";sad;RN;drama_video
17829;"সত্যিই বুঝার মতো কিছু একটা
";none;BN;drama_video
17836;"natok er bivvinno time baba bole golden A golden A . lol natok er nam golden A+ or boltise golden A
";surprise;RN;drama_video
17845;"ডঃ মাহফুজুর রহমান স্যার এক বিরাট প্রতিভা। এ টি এন বাংলাতে প্রচারিত তার গানের প্রোগরাম আমাদের মন ছুয়ে গেছে। আমরা আজ স্যার এর এই বিরল প্রতিভা নিয়ে আলোচনা করব । Must Watch , Dr. Mahfuzur Rahman Song Review So Must Watch , Dr. Mahfuzur Rahman Song Review So funny
";joy;BN;drama_video
17846;"Must Watch , Dr. Mahfuzur Rahman Song Review So funny
";joy;RN;drama_video
17853;"😂😂😂নাহিদ প্রশ্ন দিছে😂😂😂😂 এইটা বেষ্ট ছিল।
";joy;RN;drama_video
17860;"onel valo
";joy;RN;drama_video
17870;"বড় ছেলের চেয়ে ১০০ গুণ ভালো😭😭😭😭
";joy;RN;drama_video
17877;"আহারে,সব বাবা মা যদি নাটকটা দেখত,আমাদের কষ্ট কিছুটা হলেও বুঝত আফসোস!
";sad;BN;drama_video
17921;"Fizz is very good
";joy;EN;sports_video
